100100	H02129
100300	H01413
100800	H00505
100800	H01749
101000	H01438
101200	H01755
101400	H01991
101600	H00458
101600	H01756
101800	H02211
101900	H00755
102200	H01864
102300	H01597
102370	H02228
102500	H00623
102530	H01208
102700	H00092
102700	H02309
103050	H00197
103285	H00641
103500	H01187
103580	H00244
103780	H01611
103900	H00602
103900	H01603
104290	H00998
104300	H00056
104510	H00618
104530	H00615
105150	H01185
105210	H00845
105250	H01217
105400	H00058
105650	H00237
105830	H01732
105835	H00483
106100	H00106
106190	H02281
106210	H00635
106260	H00752
106300	H01507
106300	H01674
106400	H01708
106600	H00625
107250	H01159
107320	H01697
107480	H00573
107600	H01896
107730	H01270
108120	H00811
108300	H00805
108300	H02072
108600	H01351
108720	H02064
108800	H00546
108985	H01180
109150	H01478
109400	H00895
109650	H01476
109730	H00554
110100	H00826
110800	H01013
112240	H01572
112310	H02067
112500	H00482
113620	H00817
113650	H00453
113800	H00691
113900	H01263
114000	H00613
114290	H00442
115150	H01745
115210	H01219
115300	H01266
115430	H00798
116200	H01202
116860	H00534
116920	H00099
117000	H00699
117550	H00718
117650	H01843
118100	H00852
118200	H00264
118400	H00497
118420	H01561
118450	H00551
118600	H01236
118700	H00860
119300	H01927
119500	H00611
119530	H00516
119600	H00521
119800	H00903
119900	H01246
120100	H02159
120200	H01114
120330	H01026
120970	H00481
121050	H00660
121200	H00806
121210	H00783
121800	H00959
121820	H01221
121850	H00957
121900	H00955
122000	H00961
122100	H00726
122470	H00631
122700	H01205
122880	H00446
123000	H00491
123100	H02160
123150	H01988
123320	H02181
123400	H00061
123450	H00764
123500	H01754
123700	H00557
123790	H01989
124000	H02086
124200	H00715
124480	H02219
124500	H00714
124900	H00604
125310	H00536
125350	H00680
125370	H00060
125480	H01653
125490	H00432
125595	H00796
125630	H01799
125700	H00253
125700	H01683
125853	H00409
126200	H01490
126600	H00825
126600	H02110
126700	H02108
127400	H00880
127700	H01899
127750	H00066
128100	H00831
129200	H02296
129500	H00648
129600	H00662
130000	H00802
130050	H02242
130060	H02243
130070	H02239
130080	H02240
130650	H00713
130720	H01893
131100	H00247
131100	H01522
131300	H00434
131705	H00763
131750	H00587
131760	H00584
132400	H00476
132600	H00947
132700	H00828
133020	H00771
133100	H00236
133200	H00710
133700	H00122
133780	H00589
135100	H00430
135150	H00818
135300	H01250
135500	H01573
135700	H00838
135900	H01403
136000	H02295
136140	H02082
136500	H02083
136520	H01256
136630	H01306
136760	H00528
136760	H00850
136800	H00960
136900	H00732
137580	H00862
137750	H00612
137940	H02168
138500	H01304
139090	H02097
139210	H02102
139300	H00794
139393	H01436
140000	H00460
141200	H00582
141500	H00775
141750	H00228
142623	H00910
142669	H01817
142680	H00912
142690	H00681
142900	H00433
143095	H00762
143100	H00059
143200	H02073
143400	H01867
143465	H01895
143470	H01199
143500	H02055
143860	H01302
143880	H01371
143890	H00155
143890	H01383
144200	H00722
144200	H01673
144250	H00153
144250	H01637
144650	H00157
144750	H00450
145000	H00246
145250	H00884
145980	H00245
145980	H02026
146000	H02068
146200	H01862
146255	H01271
