3692	811
4763	2573
5331	254
10111	227535
5424	447877
6331	217604
51168	87884
3074	796
139411	777
27086	391372
22808	648
22800	3071
389207	87884
5156	44890
8799	79189
5310	53035
4851	229
1829	217604
9455	87884
6016	648
2266	335
9325	486811
5295	3163
161742	137605
2720	354
4171	87884
1111	227535
5781	2701
9294	87884
57057	217604
643226	87884
1493	436159
1836	93298
1145	590
5894	2701
83990	213517
83696	352530
84693	308425
125972	217569
1080	586
3423	580
2070	217622
215	685
1836	628
3561	276
1610	803
6392	217071
26235	506
5922	1340
5925	790
53904	87884
6999	2224
6654	2701
64787	87884
2103	87884
29123	2332
805	3286
5795	443909
2937	32
3611	217604
5644	676
22926	49382
4361	213517
5172	705
4286	217071
83715	87884
950	98261
9750	87884
5195	79189
23116	363250
4714	506
103	506
60684	369840
54902	506
845	217569
4694	506
6651	500150
9487	3474
57582	98259
2022	329971
781	130
6898	28378
5308	77
4627	182050
347733	45358
7450	903
8443	177
7071	217569
116442	2379
51750	519
7138	607
9863	98258
3265	2701
867	363972
3914	305
64283	803
5604	500
4641	90635
163183	87884
54332	166
5318	217604
1063	444069
657	329971
7291	794
5538	228329
3172	183625
54888	536391
4359	166
7007	87884
1729	494444
144165	98261
5873	79477
10295	308410
6786	3204
29968	35705
10060	217604
8314	217071
5265	60
4695	506
10479	85278
6229	124
56616	87884
35	26792
84876	2593
7337	72
5605	3071
175	93
79648	213517
6442	62
2055	216
83990	227535
633	229
84572	423470
347344	777
4723	506
8557	217604
1836	251
196528	1465
435	23
4292	227535
580	213517
5095	35
1769	137893
1376	157
10020	220452
4624	217604
1832	65282
84466	439212
4638	91387
6443	102015
166785	79310
2815	274
79158	79212
7112	217569
7319	163956
3028	391417
6323	36387
71	87884
5649	89844
6519	214
6237	1340
28976	99901
3815	44890
23126	468678
7139	217569
84464	213517
407053	87884
5321	477787
6654	500
84892	370953
4771	637
4632	97245
9851	474
5339	590
11155	217604
7516	227535
1741	777
56997	35656
9211	101046
4784	420179
4607	217604
5063	98464
4594	27
26275	88639
9380	93599
9401	2909
10111	213517
3371	87884
10166	415
1311	750
6731	519
5194	79189
51816	767
3110	99885
1756	262
1201	228346
6925	2896
3242	2118
55690	329224
7082	247
4760	183625
4143	168598
4015	229
3030	5
6662	1487
2658	182090
7048	229
53405	90636
147912	107
51684	616
546	73220
3690	849
5395	252202
1798	86309
7466	3463
7168	217604
5728	64720
4722	506
1476	308
203859	102015
79728	213517
4640	87884
4893	3071
9459	777
7046	91387
5965	213517
4952	534
6662	140
283310	87884
129563	2849
84340	506
27089	506
9557	93545
112476	31709
5190	79189
274	595
2182	777
7134	217569
4087	229
378884	501
1829	247
132320	110
22909	443909
25861	87884
2956	227535
4567	225
1824	217656
7450	166087
64072	87884
11155	247
84189	363396
5921	1340
6327	130
3181	803
2318	217604
340990	87884
124590	231169
673	500
4292	780
23405	64742
5191	79189
2201	91387
79955	90636
2033	783
4634	217569
83706	99844
7871	130
79875	91387
6331	768
3651	99885
9371	363250
7399	231178
6584	158
5077	3440
84665	217569
64840	2092
10529	217604
7273	247
57465	87884
3845	2701
7516	213517
3909	305
55687	506
55670	79189
2200	229
580	227535
675	319462
23676	87884
9131	139583
63976	217604
2332	908
4893	648
8462	183625
7138	98902
2664	777
6597	443909
80704	506
4292	252202
11136	214
79147	370953
1311	251
5426	447877
79648	227535
5922	3071
9839	2152
95	137754
1200	228349
775	130
6237	648
286262	87884
3265	1340
7369	88950
81031	229
4072	227535
124590	87884
9126	199
5091	3008
3897	275543
5921	500
5604	1340
5251	89936
6329	97245
26278	98
9681	98820
79783	35706
5269	87884
4629	91387
23312	87884
4607	247
51501	495844
4638	229
1374	156
825	267
2956	144
4088	229
2593	382
84033	217604
6595	3051
5318	247
389827	1358
4595	247798
348654	227535
26258	280663
2110	26791
5894	500
5078	183625
6514	99885
6597	1465
6514	99886
7132	32960
124093	595
23059	65
27245	412069
253827	87884
1387	783
9939	3320
2201	229
8565	166
659	182090
79731	506
222662	87884
3918	305
79728	227535
4351	79319
6794	2869
3759	3286
4088	91387
3764	130
1030	217071
4683	227535
4488	60015
472	443909
4595	213517
7046	229
6444	217604
28981	363250
6812	98258
4724	506
5605	500
6134	98464
4893	2701
27063	217569
1629	511
242	79394
374462	90636
4646	87884
36	79157
1355	506
221322	140997
3785	442835
326625	293355
5922	500
6497	2462
5828	79189
8546	183678
114327	307
7428	217071
11253	397941
5605	1340
4763	636
284161	791
2956	587
4634	217604
6862	178
776	324321
6709	442835
275	407
8481	363250
8036	1340
3034	2157
415	79345
1785	169189
51778	217569
10312	667
1757	3129
4144	91387
6442	102015
10743	819
79977	87884
57214	87884
10075	777
10518	87884
6535	52503
51094	791
2299	90642
51684	377
3265	648
1832	217569
7274	96
10083	231169
5345	79
246243	506
1203	228360
1509	216
29958	243343
7273	217569
10083	87884
3845	500
2628	35704
7046	65748
6331	130
87178	506
5350	167848
7466	411590
4210	342
10157	2203
3035	231183
6137	253
9997	506
6137	252
701	780
84173	87884
8905	777
4647	87884
144568	1340
6391	217071
80150	71862
65993	506
6445	102015
7750	93545
6938	478
81570	506
7140	607
5290	227535
84295	127
5894	3071
5892	213517
1489	217604
2731	407
3784	90647
540	905
4089	329971
494513	87884
16	442835
1674	593
2318	171445
7046	60030
5238	443811
4329	289307
1028	780
617	123
4625	217569
22954	102015
191	88618
55135	1775
7552	777
91624	217604
6654	3071
4361	227535
5611	445062
64072	231169
859	130
779	97245
85476	506
157680	193
249	436
6443	119
160335	87884
100131801	506
23389	369891
348654	213517
4141	166
4595	227535
472	227535
6262	217569
4015	91387
3728	247
7401	231183
2705	101075
8803	506
64127	90340
55572	506
57798	217604
256297	99885
2022	774
23095	99946
399	302
23556	280633
158	46
27295	217604
10008	130
3033	71212
5824	79189
64421	275
2296	77
54795	130
144568	648
443	141
57158	217569
80207	67047
4821	224
916	183660
11200	519
84464	227535
7137	217569
788	159
64208	102015
5979	247709
673	1340
10576	65
84676	217569
4292	213500
2906	98258
23362	2987
51206	98885
10216	2848
256471	216
196527	806
3735	87884
5160	506
5116	2573
8659	79101
51086	217604
6770	90790
23355	1037
2625	2237
1130	167
4088	284984
4784	561
5728	217071
5831	357064
1373	147
3930	448267
4697	506
9409	79189
3295	2855
4683	780
6016	3071
3910	217604
64412	503
1654	98464
8884	183500
79728	443909
3110	224
