284086	613824
10765	209850
28952	300963
288	615493
8813	612379
345895	612649
6898	276600
23389	616789
8481	311200
3158	605911
63895	248700
23395	617021
2657	208530
84541	137580
2956	167000
54902	615157
8622	181500
8517	300584
51057	615992
5873	607624
1589	201910
3861	131800
162417	237310
54476	212840
11005	256500
492	302500
2243	202400
6654	610733
27010	256000
7439	611809
1462	143200
8242	300534
7086	617044
1909	616367
400916	615911
1548	188890
9731	614615
51317	618725
1811	214700
23509	615327
801	616247
57716	145900
6872	314250
54676	617988
3032	609015
2627	187500
3265	218040
3674	187800
259236	600971
1428	616357
34	201450
51244	616816
407053	613074
9786	616490
56603	614416
9076	607626
4907	211800
27255	137580
1825	613102
3034	235800
4041	617875
50937	614226
51091	613811
81857	616449
3039	604131
3549	607778
5589	174050
3643	610549
197322	614265
6999	600627
10743	182290
79577	145001
2167	181500
389207	613285
1743	618475
4643	614131
1456	137580
25836	122470
54658	606785
1130	214500
1063	616369
6663	613266
3209	140000
2643	233910
7337	105830
2645	606176
7372	258900
8516	191830
7252	275100
6774	615952
5244	600803
91461	618821
201456	137580
3815	172800
166379	615989
6016	218040
11236	144700
153562	610153
9241	186500
3752	601144
10466	613612
3190	616580
389549	616030
3708	117360
2201	121050
2161	610618
6605	607174
90	135100
1513	265800
5350	609909
5308	137600
2259	609307
10535	610333
7428	193300
2626	615542
71	604717
23400	606693
4582	174000
10661	613673
1415	601547
4038	616304
51206	614201
80816	615485
3689	116920
57449	615376
20	618808
388403	268000
2176	227645
9152	149400
673	115150
1499	615075
8892	603896
78989	265050
2202	126600
57038	611523
808	618782
3033	231530
50615	615207
714	613652
285590	249420
6135	612562
5190	614862
114034	614969
2626	607941
6663	609136
2066	615515
166378	616577
57096	608194
1186	611490
1491	219500
1643	278740
3853	615726
24148	613983
57165	608804
51086	616117
80169	612199
2018	269160
10293	615272
4983	300486
10907	608572
91147	613550
5447	201750
5080	136520
56616	614152
11200	114480
5139	112410
6770	201710
1181	615651
25792	614860
1282	175780
51567	616949
5605	115150
374393	615704
117581	200110
3778	609446
4668	609241
4668	609242
1277	114000
3664	119500
5295	616005
3207	605432
4338	252160
388531	608415
7299	203100
116931	618872
9369	209850
10479	300243
1832	609638
4323	277950
51684	109400
4697	256000
2710	307030
4942	258870
5321	618372
5159	616592
1500	617681
9138	618459
6324	601144
2475	616638
6772	614892
133686	616034
1650	614507
9254	618501
25	617602
2521	608030
8972	137580
57449	611067
1837	604169
128674	244200
7056	614486
90161	301025
81624	609129
8419	611597
7454	301000
8092	613456
8643	109400
5339	226670
9533	248390
7701	618425
3516	614814
6662	114290
5831	614438
130589	618881
4047	616509
2706	149200
3930	169400
23363	612921
6528	274400
22800	218040
3752	607346
4358	256810
2812	231200
23384	600251
875	236200
990	613805
57465	608105
7507	278700
57514	100300
80207	258501
9775	268305
11190	268000
6662	261800
54832	616840
1749	220600
